DESeq2 analysis results,,,,,,,,,,
Transcript,Gene Symbol,Name,Entrez ID,baseMean,DESeq2 Log2 Fold Change,lfcSE,stat,pvalue,padj,Log2 Fold Change (Tumor/Non-malignant)
HEXDC.284004,HEXDC,Hexosaminidase D ,284004,1651.550813,0.832239931,0.11753172,7.08098147,1.43E-12,9.47E-12,0.537734337
LOC284009.284009,,,284009,1.90333983,0.016256377,0.220992884,0.073560633,0.941359996,0.951707892,-0.208991154
VMO1.284013,VMO1,Vitelline membrane outer layer protein 1 homolog,284013,60.71705609,-0.227209329,0.153102961,-1.484029619,0.137801063,0.180347153,-0.547112495
C17orf58.284018,C17orf58,UPF0450 protein C17orf58,284018,830.6576274,0.772535869,0.108897445,7.094159712,1.3E-12,8.66E-12,0.489981475
C17orf60.284021,MILR1,Allergin-1 ,284021,14.31927994,0.357937285,0.191638153,1.867776744,0.061793196,0.087673652,0.055342912
LOC284023.284023,,,284023,267.1142152,-0.213255734,0.07006296,-3.043772832,0.002336315,0.004299539,-0.403952413
C17orf44.284029,,,284029,164.4770505,0.251026476,0.113532389,2.211056061,0.027031955,0.041218022,0.080155243
CDRT4.284040,CDRT4,CMT1A duplicated region transcript 4 protein,284040,655.6285122,0.181837598,0.089464435,2.032512662,0.042101783,0.061859225,-0.011531169
CCDC144B.284047,,,284047,57.98832057,0.611264109,0.233354644,2.619464088,0.008806804,0.014669061,0.478869601
KIAA1267.284058,KANSL1,KAT8 regulatory NSL complex subunit 1 ,284058,2418.412488,-0.223861324,0.065101594,-3.438645813,0.000584632,0.001185374,-0.359850807
C17orf105.284067,C17orf105,Uncharacterized protein C17orf105,284067,0.08332748,0.120604971,0.573079644,0.210450628,0.833315982,NA,0.073166413
FAM171A2.284069,FAM171A2,Protein FAM171A2,284069,118.363847,0.443776941,0.167245722,2.653442704,0.00796753,0.013364212,0.329486278
C17orf104.284071,C17orf104,Uncharacterized protein C17orf104,284071,16.46871342,0.06089946,0.112454177,0.541549113,0.588129156,0.644603572,-0.075977027
TTLL6.284076,TTLL6,Tubulin polyglutamylase TTLL6 ,284076,27.07789683,1.154366413,0.149659277,7.713296714,1.23E-14,1.08E-13,0.966251209
C17orf47.284083,C17orf47,Uncharacterized protein C17orf47,284083,6.868126886,1.097858273,0.175720242,6.24776214,4.16E-10,2.02E-09,0.957282149
FLJ40504.284085,,,284085,0.24607791,-1.04521365,0.479058304,-2.181808858,0.029123643,0.044143513,-1.335639133
NEK8.284086,NEK8,Serine/threonine-protein kinase Nek8 ,284086,377.2028468,0.127484816,0.069953589,1.822419951,0.06839129,0.096049864,-0.0700844
PIGW.284098,PIGW,Phosphatidylinositol-glycan biosynthesis class W protein ,284098,445.2175531,0.704962002,0.079557261,8.861064319,7.93E-19,1.25E-17,0.531568336
C17orf78.284099,C17orf78,Uncharacterized protein C17orf78,284099,0.658826609,1.414508438,0.379746337,3.724877113,0.00019541,0.000425134,1.41420333
LOC284100.284100,,,284100,1.596547431,-1.008061507,0.30446232,-3.310956529,0.000929777,0.001828959,-1.204408924
CISD3.284106,CISD3,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial ",284106,3271.934835,0.437151092,0.105322948,4.150577832,0.0000332,0.0000818,0.207642116
GSDMA.284110,GSDMA,Gasdermin-A ,284110,8.484479663,1.560450481,0.204833184,7.618152731,2.57E-14,2.18E-13,1.476285222
SLC13A5.284111,SLC13A5,Solute carrier family 13 member 5 ,284111,2.230776278,-0.002791806,0.223220947,-0.012506919,0.990021183,0.992095612,-0.178446148
TMEM102.284114,TMEM102,Transmembrane protein 102 ,284114,246.4395931,-0.280165088,0.100486705,-2.788081161,0.005302126,0.00918747,-0.430499443
PTRF.284119,PTRF,Polymerase I and transcript release factor ,284119,19169.16224,-1.146172367,0.129259479,-8.867220988,7.5E-19,1.19E-17,-1.350745199
FLJ36000.284124,,,284124,0.03080658,0.062371083,0.346251962,0.18013207,0.857048886,NA,Inf
SLC26A11.284129,SLC26A11,Sodium-independent sulfate anion transporter ,284129,1330.323357,0.156210824,0.053827432,2.902067193,0.00370709,0.006585257,-0.001934455
FLJ35220.284131,ENDOV,Endonuclease V ,284131,868.6112796,0.378815999,0.085702867,4.42010885,0.00000987,0.0000264,0.107714599
GDPD1.284161,GDPD1,Glycerophosphodiester phosphodiesterase domain-containing protein 1 ,284161,242.9723355,1.249411181,0.14844012,8.416937278,3.86E-17,4.82E-16,1.154152964
C17orf89.284184,C17orf89,Uncharacterized protein C17orf89,284184,884.5944788,0.793992493,0.124034866,6.401365353,1.54E-10,7.87E-10,0.489386089
C17orf55.284185,,,284185,25.92213311,2.019890015,0.277443109,7.280375492,3.33E-13,2.43E-12,1.98237398
TMEM105.284186,TMEM105,Transmembrane protein 105,284186,29.53330045,1.618810864,0.331129026,4.888761591,0.00000101,0.00000312,1.575119137
LGALS9B.284194,LGALS9B,Galectin-9B ,284194,2.083092755,-1.073840678,0.391353232,-2.743916724,0.006071094,0.010410543,-1.557761942
METRNL.284207,METRNL,Meteorin-like protein ,284207,803.403462,0.176598258,0.103899647,1.69970027,0.089187319,0.122234805,-0.053968384
LAMA1.284217,LAMA1,Laminin subunit alpha-1 ,284217,107.561745,0.433401997,0.253148658,1.712045405,0.086888301,0.119357547,0.740604006
LOC284232.284232,,,284232,22.69908525,0.145426706,0.162341771,0.895805835,0.370356473,0.43142853,-0.091098356
LOC284233.284233,,,284233,34.59628757,1.348893571,0.261178064,5.164651084,0.000000241,0.000000806,1.07652282
KCTD1.284252,KCTD1,BTB/POZ domain-containing protein KCTD1 ,284252,1502.193805,-0.422379274,0.087487678,-4.827871567,0.00000138,0.00000417,-0.635691728
C18orf26.284254,DYNAP,Dynactin-associated protein ,284254,0.093171355,0.658553132,0.56174506,1.172334532,0.241062773,NA,Inf
SIGLEC15.284266,SIGLEC15,Sialic acid-binding Ig-like lectin 15 ,284266,6.333036918,-1.008328887,0.195791183,-5.150021937,0.00000026,0.000000868,-1.127852358
ZADH2.284273,ZADH2,Zinc-binding alcohol dehydrogenase domain-containing protein 2 ,284273,2271.195238,0.228962564,0.066196854,3.458813375,0.000542561,0.001106641,0.033698293
C18orf62.284274,SMIM21,Small integral membrane protein 21,284274,1.237545885,2.306659526,0.459995216,5.014529381,0.000000532,0.0000017,3.302900809
LOC284276.284276,,,284276,72.46037704,-1.659214351,0.17645166,-9.403223221,5.29E-21,1.15E-19,-1.891971086
HMSD.284293,HMSD,Serpin-like protein HMSD ,284293,0.525265495,-0.560308479,0.358939902,-1.561009171,0.118521587,0.157836266,-0.862921824
SSC5D.284297,SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D ,284297,838.7785757,-0.535531428,0.172971078,-3.096074982,0.001961008,0.003655274,-0.705554866
ZNF547.284306,ZNF547,Zinc finger protein 547,284306,145.2904136,0.614745286,0.094911782,6.477017611,9.36E-11,4.9E-10,0.427106187
ZIK1.284307,ZIK1,Zinc finger protein interacting with ribonucleoprotein K ,284307,191.7696161,-0.45924229,0.136948017,-3.353405916,0.000798235,0.001586341,-0.568834269
ZNF776.284309,ZNF776,Zinc finger protein 776,284309,1166.493582,0.030771035,0.073329275,0.419628245,0.674757051,0.723994749,-0.083053674
ZSCAN1.284312,ZSCAN1,Zinc finger and SCAN domain-containing protein 1,284312,48.17613535,0.986515974,0.217365807,4.538505795,0.00000567,0.0000157,0.778526215
ZNF780A.284323,ZNF780A,Zinc finger protein 780A,284323,759.0839664,0.073273929,0.059534359,1.230783865,0.218403712,0.270845521,-0.05806727
C19orf54.284325,C19orf54,UPF0692 protein C19orf54,284325,775.8133868,0.490049233,0.068010253,7.205519918,5.78E-13,4.06E-12,0.314152249
PRR19.284338,PRR19,Proline-rich protein 19,284338,91.45847724,0.912770253,0.106160596,8.598013626,8.11E-18,1.12E-16,0.698671422
TMEM145.284339,TMEM145,Transmembrane protein 145,284339,35.89130589,1.700841082,0.226808913,7.499004616,6.43E-14,5.16E-13,1.681764779
CXCL17.284340,CXCL17,VEGF coregulated chemokine 1 ,284340,402.1102111,-1.571966151,0.292346103,-5.377072361,7.57E-08,0.000000272,-2.04181763
ZNF575.284346,ZNF575,Zinc finger protein 575,284346,88.69786882,-0.232602675,0.090110447,-2.581306407,0.009842718,0.016253016,-0.429222082
LYPD5.284348,LYPD5,Ly6/PLAUR domain-containing protein 5,284348,82.28184076,-0.635262676,0.126401188,-5.025765081,0.000000501,0.00000161,-0.874866616
ZNF283.284349,ZNF283,Zinc finger protein 283 ,284349,111.3649934,0.168440099,0.069203632,2.433977736,0.014933914,0.023926781,-0.004152737
NKPD1.284353,,,284353,78.33964687,-0.710716343,0.128460114,-5.53258377,3.16E-08,0.000000119,-0.927940883
TPRX1.284355,TPRX1,Tetra-peptide repeat homeobox protein 1,284355,0.102433019,-0.720814397,0.566039739,-1.273434261,0.202863986,NA,0.898079706
MAMSTR.284358,MAMSTR,MEF2-activating motif and SAP domain-containing transcriptional regulator ,284358,62.73789203,-1.006833909,0.157224292,-6.403806272,1.52E-10,7.75E-10,-1.309224769
IZUMO1.284359,IZUMO1,Izumo sperm-egg fusion protein 1 ,284359,2.220895004,0.999749831,0.339204181,2.947339357,0.003205212,0.005750325,1.220007801
C19orf63.284361,EMC10,ER membrane protein complex subunit 10 ,284361,11262.40413,0.470529127,0.072026491,6.53272314,6.46E-11,3.45E-10,0.269696893
KLK9.284366,KLK9,Kallikrein-9 ,284366,0.179503866,-0.085478801,0.558373447,-0.153085362,0.878330959,0.899971679,-0.3649547
SIGLECP3.284367,,,284367,24.84649069,-0.296313983,0.21537696,-1.375792393,0.168885917,0.215947303,-0.575926426
C19orf75.284369,SIGLECL1,SIGLEC family-like protein 1,284369,0.046681285,0.075010412,0.448212634,0.167354524,0.867091105,NA,0.435736492
ZNF615.284370,ZNF615,Zinc finger protein 615,284370,2633.115047,0.646445429,0.122206876,5.289763137,0.000000122,0.000000426,0.50002654
ZNF841.284371,ZNF841,Zinc finger protein 841,284371,761.4061922,0.423322688,0.091342215,4.634469286,0.00000358,0.0000102,0.284059377
LOC284379.284379,,,284379,0.469862452,-2.772214332,0.509004678,-5.44634353,5.14E-08,0.000000189,-3.752110417
ACTL9.284382,ACTL9,Actin-like protein 9,284382,0.034072306,0.251756641,0.523820095,0.480616615,0.630789005,NA,Inf
OR2Z1.284383,OR2Z1,Olfactory receptor 2Z1 ,284383,0.016627389,0.018394416,0.346251962,0.053124367,0.957632817,NA,-0.149226009
ZNF763.284390,ZNF763,Zinc finger protein 763,284390,184.6592804,0.003617333,0.064426467,0.056146697,0.955224944,0.963586436,-0.19557791
ZNF844.284391,ZNF844,Zinc finger protein 844,284391,605.7361074,-0.356963347,0.099230778,-3.597304732,0.000321532,0.000677711,-0.501477468
SCGBL.284402,SCGB2B2,Secretoglobin family 2B member 2 ,284402,1.465992281,0.561847467,0.229248017,2.450828033,0.014252803,0.02291613,0.395094507
WDR62.284403,WDR62,WD repeat-containing protein 62,284403,100.5732668,0.936182545,0.181970011,5.144707863,0.000000268,0.000000891,0.701373229
ZFP82.284406,ZFP82,Zinc finger protein 82 homolog ,284406,226.0281249,-0.099006537,0.062276821,-1.589781488,0.111884068,0.149901054,-0.288551043
VSTM1.284415,VSTM1,V-set and transmembrane domain-containing protein 1 ,284415,0.401137224,-0.27603661,0.381972328,-0.722661277,0.469888011,0.530697701,-0.553616264
TMEM150B.284417,TMEM150B,Transmembrane protein 150B ,284417,4.358013827,0.578716478,0.25302637,2.287178522,0.022185405,0.034398347,0.405310903
FAM71E2.284418,FAM71E2,Protein FAM71E2,284418,0.755135904,0.840342554,0.402327525,2.088702616,0.036734501,0.05455139,0.91657605
C19orf77.284422,SMIM24,Small integral membrane protein 24,284422,53.20553424,-0.251921436,0.236628824,-1.064627005,0.287044754,0.345030861,-0.959852729
C19orf30.284424,,,284424,0.249095897,-0.316847666,0.461475962,-0.686596252,0.492337191,0.552716805,-0.618711292
SLC25A41.284427,SLC25A41,Solute carrier family 25 member 41,284427,24.87635614,1.07220315,0.222525281,4.81834309,0.00000145,0.00000437,0.788709528
MBD3L5.284428,MBD3L5,Putative methyl-CpG-binding domain protein 3-like 5 ,284428,0.076811825,0.358230623,0.562625465,0.636712423,0.52431218,NA,1.850773991
OR10H5.284433,OR10H5,Olfactory receptor 10H5 ,284433,2.024734717,1.702340256,0.380820469,4.470191057,0.00000781,0.0000212,1.746356096
NWD1.284434,NWD1,NACHT and WD repeat domain-containing protein 1,284434,3597.544506,0.76132243,0.128529178,5.923343188,3.15E-09,1.36E-08,0.623143836
SLC25A42.284439,SLC25A42,Mitochondrial coenzyme A transporter SLC25A42 ,284439,2004.142071,0.926095257,0.098845589,9.369110649,7.31E-21,1.55E-19,0.73996044
LOC284440.284440,,,284440,370.8748752,-0.007733798,0.073366186,-0.10541366,0.916047578,0.930691495,-0.23118157
LOC284441.284441,,,284441,147.6295648,-0.547621047,0.122403125,-4.473913955,0.00000768,0.0000209,-0.633252881
ZNF493.284443,ZNF493,Zinc finger protein 493,284443,571.473821,0.239933363,0.071978408,3.3334075,0.000857892,0.001697153,0.082876488
ODF3L2.284451,ODF3L2,Outer dense fiber protein 3-like protein 2,284451,11.32144307,1.747506884,0.25603247,6.825333081,8.77E-12,5.25E-11,1.589636621
HKR1.284459,HKR1,Krueppel-related zinc finger protein 1 ,284459,2946.060351,0.567677247,0.070883546,8.008589809,1.16E-15,1.18E-14,0.349597062
FAM19A3.284467,FAM19A3,Protein FAM19A3 ,284467,8.176420307,-0.304318072,0.213622716,-1.424558577,0.154284841,0.199369698,-0.606347467
C1orf230.284485,RIIAD1,RIIa domain-containing protein 1,284485,3.546131801,-1.115673759,0.324929109,-3.433591288,0.000595642,0.001206291,-1.46008894
THEM5.284486,THEM5,Acyl-coenzyme A thioesterase THEM5 ,284486,3.678995128,0.434165256,0.200261131,2.167995629,0.030159019,0.045582842,0.345443509
OR2L13.284521,OR2L13,Olfactory receptor 2L13 ,284521,11.18882551,-0.007294755,0.341594903,-0.021354986,0.982962481,0.986262051,-0.106481729
SLC9A11.284525,SLC9C2,Sodium/hydrogen exchanger 11 ,284525,0.394538868,-2.084543936,0.396559162,-5.256577419,0.000000147,0.000000505,-2.471154104
OR14A16.284532,OR14A16,Olfactory receptor 14A16 ,284532,0.04129129,0.108625093,0.546311335,0.19883368,0.842392849,NA,0.265811491
CYP4A22.284541,CYP4A22,Cytochrome P450 4A22 ,284541,0.337025199,-0.201060838,0.448581848,-0.448214387,0.653998481,0.705576874,-0.375107416
C1orf185.284546,C1orf185,Uncharacterized protein C1orf185,284546,0.098359874,1.141988398,0.561648126,2.033280885,0.042024153,NA,Inf
LOC284551.284551,,,284551,0.871821454,-2.787939839,0.490849034,-5.679831565,1.35E-08,5.37E-08,-3.412260415
NBPF15.284565,NBPF15,Neuroblastoma breakpoint family member 15,284565,461.5435157,0.545934625,0.143802318,3.796424386,0.000146798,0.000325783,0.422117855
C1orf157.284573,,,284573,0.230435141,0.836140041,0.500177611,1.67168626,0.094586205,0.12877618,0.950309665
LOC284578.284578,,,284578,91.19265489,0.592594068,0.205531937,2.883221346,0.003936307,0.00696785,0.369270732
FAM41C.284593,,,284593,36.64925037,0.811653673,0.119978928,6.764968557,1.33E-11,7.75E-11,0.560927378
FAM102B.284611,FAM102B,Protein FAM102B,284611,906.0713059,-0.655877338,0.099537502,-6.589248536,4.42E-11,2.41E-10,-0.784157434
SYPL2.284612,SYPL2,Synaptophysin-like protein 2,284612,174.2986808,-0.968662418,0.164563877,-5.886239636,3.95E-09,1.67E-08,-1.128707308
CYB561D1.284613,CYB561D1,Cytochrome b561 domain-containing protein 1,284613,676.7292856,-0.096134668,0.098605274,-0.974944485,0.329587798,0.389126371,-0.230596294
ANKRD34A.284615,ANKRD34A,Ankyrin repeat domain-containing protein 34A,284615,123.1178792,-0.004226655,0.111770873,-0.037815356,0.969834901,0.97544383,-0.201719583
C1orf104.284618,RUSC1-AS1,Putative uncharacterized protein RUSC1-AS1 ,284618,112.8066121,0.592042927,0.126541297,4.678653868,0.00000289,0.00000834,0.41941993
LOC284632.284632,,,284632,2.333827533,0.911392372,0.343632478,2.652230017,0.007996205,0.013409959,0.708754986
RSPO1.284654,RSPO1,R-spondin-1 ,284654,90.12150261,-0.90027282,0.184001442,-4.892748724,0.000000994,0.00000307,-1.157425784
EPHA10.284656,EPHA10,Ephrin type-A receptor 10 ,284656,427.7846277,2.141225842,0.135942869,15.75092431,6.77E-56,5.18E-53,2.006108578
LOC284661.284661,,,284661,0.45079216,2.496171352,0.54625621,4.569598122,0.00000489,0.0000136,4.835667099
C1orf204.284677,,,284677,64.34607551,-0.861114663,0.137630681,-6.256705668,3.93E-10,1.92E-09,-1.05847466
C1orf111.284680,C1orf111,Uncharacterized protein C1orf111,284680,1.082366473,0.551416405,0.323193224,1.706150884,0.087979991,0.120692522,0.551213709
LOC284688.284688,,,284688,0.227746966,-0.961398523,0.422715283,-2.274340581,0.022945517,0.035481993,-1.257750466
ZNF326.284695,ZNF326,DBIRD complex subunit ZNF326 ,284695,848.0809538,0.213241292,0.050731057,4.203367788,0.0000263,0.0000659,0.041059455
BTBD8.284697,BTBD8,BTB/POZ domain-containing protein 8,284697,22.36754585,-0.717904152,0.212554253,-3.377510179,0.000731452,0.001462446,-0.859213094
NCRNA00201.284702,,,284702,1083.785478,0.453749964,0.123516118,3.67360934,0.000239148,0.000513515,0.272507843
RIMKLA.284716,RIMKLA,N-acetylaspartylglutamate synthase A ,284716,535.1762219,1.020547392,0.115529487,8.833652959,1.01E-18,1.58E-17,0.865872169
SLC25A34.284723,SLC25A34,Solute carrier family 25 member 34,284723,48.76398545,0.12527451,0.153004063,0.818765905,0.412919987,0.474709096,-0.08992157
ESPNP.284729,,,284729,1.349809267,0.102897405,0.357272233,0.288008401,0.773340308,0.811296961,0.123792486
NCRNA00176.284739,,,284739,25.18747569,1.170116346,0.174141441,6.719344565,1.83E-11,1.04E-10,0.944187987
LOC284749.284749,,,284749,4.375208387,-1.02099785,0.240027953,-4.253662273,0.000021,0.0000535,-1.326382579
C20orf197.284756,C20orf197,Uncharacterized protein C20orf197,284756,10.75038641,-0.008467701,0.192523469,-0.043982696,0.964918197,0.971265454,-0.164525145
SIRPB2.284759,SIRPB2,Signal-regulatory protein beta-2 ,284759,38.04900026,0.022970592,0.179497544,0.127971624,0.898171429,0.915837079,-0.210704027
LOC284788.284788,,,284788,0.062025186,0.10784518,0.557540047,0.193430375,0.846621929,NA,0.140280608
LOC284798.284798,,,284798,1.26096389,-1.183962172,0.241644741,-4.899598341,0.00000096,0.00000297,-1.387089839
FAM182A.284800,,,284800,3.17139343,0.562473542,0.262414749,2.143452466,0.032076784,0.048203368,0.716204266
FRG1B.284802,,,284802,570.3087715,-0.161939338,0.077566843,-2.087739184,0.036821368,0.054663416,-0.317930393
C20orf203.284805,C20orf203,Uncharacterized protein C20orf203,284805,6.022941912,-0.257999622,0.189772675,-1.359519336,0.17398208,0.22150121,-0.44551222
KRTAP13-4.284827,KRTAP13-4,Keratin-associated protein 13-4,284827,0.090180872,0.393353381,0.5413633,0.726597797,0.467472378,NA,1.658128913
C21orf130.284835,,,284835,15.92757783,0.231377737,0.184785846,1.252139939,0.210518877,0.262172131,-0.055791514
C21orf125.284836,,,284836,13.58421123,-0.372347859,0.225693813,-1.649792048,0.098985476,0.134094581,-0.523752493
LOC284837.284837,,,284837,80.51942303,-0.747376856,0.216159845,-3.457519397,0.000545173,0.001111495,-0.95931211
LOC284900.284900,,,284900,431.6981036,0.458552714,0.086394603,5.3076546,0.000000111,0.000000388,0.235056673
SEC14L4.284904,SEC14L4,SEC14-like protein 4 ,284904,1.355177952,-1.120632968,0.275973975,-4.060647262,0.0000489,0.000117786,-1.369524533
RPL23AP82.284942,,,284942,223.6692622,-0.234934188,0.071421773,-3.289391719,0.001004042,0.001962133,-0.452901313
SH2D6.284948,SH2D6,SH2 domain-containing protein 6,284948,2.675037324,-0.328505995,0.264970916,-1.239781331,0.215056285,0.26735292,-0.586089871
CCDC150.284992,CCDC150,Coiled-coil domain-containing protein 150,284992,6.795981211,1.009680886,0.205318862,4.917623617,0.000000876,0.00000272,0.770937983
RNF149.284996,RNF149,E3 ubiquitin-protein ligase RNF149 ,284996,2177.588304,0.356522164,0.057783379,6.16997777,6.83E-10,3.21E-09,0.150037253
FAM150B.285016,FAM150B,Protein FAM150B,285016,19.32931904,-0.480620897,0.227283211,-2.114634405,0.034461119,0.051463014,-0.684276701
CCDC141.285025,CCDC141,Coiled-coil domain-containing protein 141 ,285025,132.9801358,1.120460938,0.303577914,3.690851304,0.000223505,0.00048198,0.724655963
LOC285033.285033,,,285033,98.75509071,0.040308636,0.06058857,0.66528448,0.505868555,0.566385664,-0.116980157
LOC285045.285045,,,285045,0.252008307,0.139053466,0.450805838,0.308455336,0.757735881,0.797544534,-0.049690335
C2orf61.285051,C2orf61,Uncharacterized protein C2orf61,285051,0.737388471,-1.005357491,0.260478925,-3.859650023,0.00011355,0.000256762,-1.203673793
LOC285074.285074,,,285074,520.7566838,0.524164681,0.081190346,6.455997586,1.08E-10,5.59E-10,0.289561473
C2orf85.285093,RTP5,Receptor-transporting protein 5 ,285093,1.825270418,0.610098011,0.280767307,2.172966705,0.029782823,0.045071229,0.399904386
DNAJC5G.285126,DNAJC5G,DnaJ homolog subfamily C member 5G ,285126,0.588823668,-1.309261094,0.413687701,-3.164853802,0.001551609,0.002941752,-1.58444139
IAH1.285148,IAH1,Isoamyl acetate-hydrolyzing esterase 1 homolog ,285148,1491.220971,0.185256757,0.061755247,2.999854524,0.002701086,0.004913634,-0.030867963
C2orf58.285154,,,285154,32.78358796,0.037854694,0.154956742,0.244292013,0.807004669,0.840683264,-0.156223735
FAM126B.285172,FAM126B,Protein FAM126B,285172,906.1476298,-0.112401993,0.06800231,-1.652914338,0.098348299,0.13331937,-0.261057471
UNC80.285175,UNC80,Protein unc-80 homolog,285175,493.212831,0.718061288,0.204921828,3.504074187,0.000458198,0.00094515,0.470716485
RUFY4.285180,RUFY4,RUN and FYVE domain-containing protein 4,285180,26.94757631,0.428620143,0.242861345,1.764875933,0.077584619,0.107728034,0.120289133
PLGLA.285189,,,285189,0.010999702,0.010138852,0.346251962,0.029281717,0.976639909,NA,-0.734188509
RGPD4.285190,RGPD4,RanBP2-like and GRIP domain-containing protein 4,285190,495.1189517,0.157870869,0.080782045,1.954281646,0.050667918,0.073191669,0.056833286
DUSP28.285193,DUSP28,Dual specificity phosphatase 28 ,285193,310.9963098,0.358848627,0.067972784,5.279298662,0.00000013,0.000000449,0.122305534
LOC285194.285194,,,285194,0.139719077,1.108819067,0.569461966,1.947134547,0.051518606,0.074291492,2.172702086
SLC9A9.285195,SLC9A9,Sodium/hydrogen exchanger 9 ,285195,1079.864091,0.007844272,0.119377239,0.065709949,0.947608752,0.956660268,-0.174804611
C3orf64.285203,EOGT,EGF domain-specific O-linked N-acetylglucosamine transferase ,285203,1241.047652,-0.848818884,0.084931365,-9.994174496,1.62E-23,5.08E-22,-1.028642784
LOC285205.285205,,,285205,0.726700423,0.231786694,0.397761998,0.582727096,0.56007703,0.618321421,0.972764516
EPHA6.285220,EPHA6,Ephrin type-A receptor 6 ,285220,131.6472327,1.066073286,0.224939661,4.739374478,0.00000214,0.0000063,0.87500127
FBXW12.285231,FBXW12,F-box/WD repeat-containing protein 12 ,285231,0.34043783,-0.603103917,0.376755359,-1.600783908,0.109424789,0.146908289,-0.897687242
C3orf38.285237,C3orf38,Uncharacterized protein C3orf38,285237,829.0208441,-0.11071282,0.063149868,-1.7531758,0.079571836,0.110265064,-0.309631352
HTR3E.285242,HTR3E,5-hydroxytryptamine receptor 3E ,285242,1.372306465,-1.076832302,0.298429261,-3.608333502,0.00030817,0.000651414,-1.274756891
ZNF619.285267,ZNF619,Zinc finger protein 619,285267,132.1959161,-0.27195815,0.111629074,-2.436266281,0.014839756,0.023789143,-0.385092769
ZNF621.285268,ZNF621,Zinc finger protein 621,285268,1282.759421,0.031572537,0.058647731,0.538342009,0.590340954,0.646706846,-0.125781616
RABL3.285282,RABL3,Rab-like protein 3,285282,1558.904098,-0.226730577,0.051346909,-4.415661614,0.0000101,0.0000269,-0.410114201
IGSF10.285313,IGSF10,Immunoglobulin superfamily member 10 ,285313,13.39219395,-1.462243757,0.217857319,-6.711933118,1.92E-11,1.09E-10,-0.007874057
C3orf33.285315,C3orf33,Protein C3orf33 ,285315,391.9669949,-0.06643724,0.062435996,-1.064085536,0.287289952,0.345196346,-0.296755365
CCDC66.285331,CCDC66,Coiled-coil domain-containing protein 66,285331,502.5470097,-0.037888018,0.062674789,-0.604517678,0.54549952,0.604285472,-0.224184725
SLC9A10.285335,SLC9C1,Sodium/hydrogen exchanger 10 ,285335,2.496510835,-0.171491886,0.229982945,-0.745672189,0.455865463,0.517610773,-0.356362089
C3orf23.285343,TCAIM,"T-cell activation inhibitor, mitochondrial ",285343,1355.057253,-0.034104374,0.064198725,-0.53123133,0.595258484,0.651372544,-0.247187159
ZNF660.285349,ZNF660,Zinc finger protein 660,285349,33.35694293,-1.325803567,0.136984445,-9.678497169,3.72E-22,9.87E-21,-1.476533799
LOC285359.285359,,,285359,192.1027498,0.578127853,0.082069716,7.044350589,1.86E-12,1.22E-11,0.364581855
SUMF1.285362,SUMF1,Sulfatase-modifying factor 1 ,285362,3023.722079,0.321043051,0.059994278,5.351227827,8.74E-08,0.00000031,0.121496074
RPUSD3.285367,RPUSD3,RNA pseudouridylate synthase domain-containing protein 3,285367,1055.300492,0.129727025,0.061219914,2.119033101,0.03408767,0.050976948,-0.094916805
PRRT3.285368,PRRT3,Proline-rich transmembrane protein 3,285368,784.7173602,0.83171569,0.1079896,7.70181286,1.34E-14,1.18E-13,0.655869295
LOC285370.285370,,,285370,0.021718687,-0.009071121,0.346251962,-0.026198035,0.979099383,NA,2.020698993
LOC285375.285375,,,285375,0.099278077,-0.406041644,0.579682023,-0.700455815,0.48364269,NA,-1.096758589
DPH3.285381,DPH3,DPH3 homolog ,285381,1150.951969,-0.466473908,0.05382223,-8.666937543,4.44E-18,6.31E-17,-0.6726449
C3orf70.285382,C3orf70,UPF0524 protein C3orf70,285382,726.7001395,-1.398594389,0.144789117,-9.659527004,4.48E-22,1.17E-20,-1.546102021
TPRG1.285386,TPRG1,Tumor protein p63-regulated gene 1 protein ,285386,41.90472887,-1.407276616,0.146580307,-9.600720899,7.94E-22,1.97E-20,-1.556002375
LOC285401.285401,,,285401,0.356618834,0.089759094,0.528363007,0.169881488,0.86510334,0.889371608,0.16197568
LOC285419.285419,,,285419,6.389197072,-0.100297846,0.186879691,-0.536697408,0.591476647,0.647790018,-0.341539242
DCAF4L1.285429,DCAF4L1,DDB1- and CUL4-associated factor 4-like protein 1 ,285429,11.57568387,0.965846288,0.176454137,5.473639251,4.41E-08,0.000000164,0.831091625
CYP4V2.285440,CYP4V2,Cytochrome P450 4V2 ,285440,1579.121191,-0.209803741,0.087292772,-2.403449193,0.016241224,0.025843837,-0.395631008
LOC285456.285456,,,285456,3.573957031,-0.023763079,0.179703236,-0.132235121,0.894798322,0.913225134,-0.207360185
CRIPAK.285464,CRIPAK,Cysteine-rich PAK1 inhibitor ,285464,624.7740662,0.527964866,0.10160541,5.196227889,0.000000203,0.000000687,0.345739808
DOK7.285489,DOK7,Protein Dok-7 ,285489,97.83526876,-0.66143893,0.185390922,-3.56780647,0.000359982,0.000753442,-0.89857845
RNF212.285498,RNF212,Probable E3 SUMO-protein ligase RNF212 ,285498,103.4235201,0.142191176,0.221771299,0.641161307,0.521417886,0.581277631,-0.073835
LOC285501.285501,,,285501,0.140977371,0.641745311,0.570213497,1.125447423,0.260399485,0.316583549,-0.997222915
