"id","species","taxonId","ensembl","entrez","name","fullname","synonym","signature","chromStart","chromEnd","chromStrand","chromName","band","goTerms","function","goFunctions","goLocalizations","cerebralLocalization","nrIntxsValidated","nrIntxsPredicted","transcripts","humanOrthologs","mouseOrthologs","bovineOrthologs","lastModified"
"2836","Homo sapiens","9606","ENSG00000197046","284266","SIGLEC15","sialic acid binding Ig-like lectin 15 ","","SIGLEC15|IDBG-2836|ENSG00000197046|284266","45825512","45844080","1","18","q12.3","GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0032956|regulation of actin cytoskeleton organization|biological_process#GO:0043234|protein complex|cellular_component#GO:0045087|innate immune response|biological_process#GO:0045124|regulation of bone resorption|biological_process#GO:0071402|cellular response to lipoprotein particle stimulus|biological_process#GO:2001204|regulation of osteoclast development|biological_process"," protein binding","GO:0005515: protein binding","GO:0005515: protein binding","Plasma membrane","0","0","2842|583343|727102","","Siglec15|IDBG-606058|ENSMUSG00000091055|620235","SIGLEC15|IDBG-644549|ENSBTAG00000016620|522776","2017-02-20"
"2988","Homo sapiens","9606","ENSG00000100804","5693","PSMB5","proteasome (prosome, macropain) subunit, beta type, 5 ","LMPX|MB1|X","PSMB5|IDBG-2988|ENSG00000100804|5693","23016543","23035230","-1","14","q11.2","GO:0000082|G1/S transition of mitotic cell cycle|biological_process#GO:0000209|protein polyubiquitination|biological_process#GO:0000278|mitotic cell cycle|biological_process#GO:0000502|proteasome complex|cellular_component#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0004298|threonine-type endopeptidase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005839|proteasome core complex|cellular_component#GO:0006521|regulation of cellular amino acid metabolic process|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006977|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|biological_process#GO:0006979|response to oxidative stress|biological_process#GO:0008233|peptidase activity|molecular_function#GO:0010467|gene expression|biological_process#GO:0016032|viral process|biological_process#GO:0016070|RNA metabolic process|biological_process#GO:0016071|mRNA metabolic process|biological_process#GO:0031145|anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process|biological_process#GO:0034641|cellular nitrogen compound metabolic process|biological_process#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0042981|regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0043161|proteasome-mediated ubiquitin-dependent protein catabolic process|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0051436|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051437|positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051439|regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051603|proteolysis involved in cellular protein catabolic process|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component"," peptidase activity","GO:0004298: threonine-type endopeptidase activity#GO:0005515: protein binding#GO:0008233: peptidase activity","GO:0004298: threonine-type endopeptidase activity,GO:0005515: protein binding,GO:0008233: peptidase activity","Nucleus","111","6","2990|2994|361892|599626|583756|599269","","Psmb5|IDBG-161691|ENSMUSG00000022193|19173","PSMB5|IDBG-645862|ENSBTAG00000012726|534640","2017-02-20"
"3098","Homo sapiens","9606","ENSG00000092067","1053","CEBPE","CCAAT/enhancer binding protein (C/EBP), epsilon ","C/EBP-epsilon|CRP1","CEBPE|IDBG-3098|ENSG00000092067|1053","23117304","23119616","-1","14","q11.2","GO:0000978|RNA polymerase II core promoter proximal region sequence-specific DNA binding|molecular_function#GO:0001077|RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription|molecular_function#GO:0003677|DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005634|nucleus|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006909|phagocytosis|biological_process#GO:0006952|defense response|biological_process#GO:0010628|positive regulation of gene expression|biological_process#GO:0030099|myeloid cell differentiation|biological_process#GO:0030225|macrophage differentiation|biological_process#GO:0042089|cytokine biosynthetic process|biological_process#GO:0042742|defense response to bacterium|biological_process#GO:0042803|protein homodimerization activity|molecular_function#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0046982|protein heterodimerization activity|molecular_function#GO:0071222|cellular response to lipopolysaccharide|biological_process"," protein heterodimerization activity","GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding#GO:0001077: RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription#GO:0003677: DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0042803: protein homodimerization activity#GO:0043565: sequence-specific DNA binding#GO:0046982: protein heterodimerization activity","GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001077: RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription,GO:0003677: DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0042803: protein homodimerization activity,GO:0043565: sequence-specific DNA binding,GO:0046982: protein heterodimerization activity","Nucleus","72","4","3100","","Cebpe|IDBG-162142|ENSMUSG00000052435|110794","BT.87788|IDBG-645830|ENSBTAG00000005952|534346","2017-02-20"
"3218","Homo sapiens","9606","ENSG00000166090","64806","IL25","interleukin 25 ","","IL25|IDBG-3218|ENSG00000166090|64806","23372809","23376403","1","14","q11.2","GO:0002437|inflammatory response to antigenic stimulus|biological_process#GO:0005125|cytokine activity|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0006954|inflammatory response|biological_process#GO:0008150|biological_process|biological_process#GO:0009620|response to fungus|biological_process#GO:0009624|response to nematode|biological_process#GO:0030222|eosinophil differentiation|biological_process#GO:0030380|interleukin-17E receptor binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process"," interleukin-17E receptor binding","GO:0005125: cytokine activity#GO:0030380: interleukin-17E receptor binding","GO:0005125: cytokine activity,GO:0030380: interleukin-17E receptor binding","Extracellular","4","1","3220|235797","","Il25|IDBG-162540|ENSMUSG00000040770|140806","IL25|IDBG-645820|ENSBTAG00000009701|526816","2017-02-20"
"3235","Homo sapiens","9606","ENSG00000166091","116173","CMTM5","CKLF-like MARVEL transmembrane domain containing 5 ","","CMTM5|IDBG-3235|ENSG00000166091|116173","23376808","23379772","1","14","q11.2","GO:0005125|cytokine activity|molecular_function#GO:0005615|extracellular space|cellular_component#GO:0006935|chemotaxis|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component"," cytokine activity","GO:0005125: cytokine activity","GO:0005125: cytokine activity","Extracellular","9","0","3237|3239|3241|3243|235805|601647","","Cmtm5|IDBG-162573|ENSMUSG00000040759|67272","CMTM5|IDBG-645818|ENSBTAG00000032709|510145","2017-02-20"
"3523","Homo sapiens","9606","ENSG00000092010","5720","PSME1","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) ","IFI5111|PA28A|PA28alpha|REGalpha","PSME1|IDBG-3523|ENSG00000092010|5720","24136158","24138967","1","14","q12","GO:0000082|G1/S transition of mitotic cell cycle|biological_process#GO:0000209|protein polyubiquitination|biological_process#GO:0000278|mitotic cell cycle|biological_process#GO:0000502|proteasome complex|cellular_component#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0005515|protein binding|molecular_function#GO:0005654|nucleoplasm|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006521|regulation of cellular amino acid metabolic process|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006977|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|biological_process#GO:0008537|proteasome activator complex|cellular_component#GO:0010467|gene expression|biological_process#GO:0010950|positive regulation of endopeptidase activity|biological_process#GO:0016032|viral process|biological_process#GO:0016070|RNA metabolic process|biological_process#GO:0016071|mRNA metabolic process|biological_process#GO:0019884|antigen processing and presentation of exogenous antigen|biological_process#GO:0031145|anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process|biological_process#GO:0034641|cellular nitrogen compound metabolic process|biological_process#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0042981|regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0051436|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051437|positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051439|regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0061133|endopeptidase activator activity|molecular_function#GO:0070062|extracellular vesicular exosome|cellular_component"," endopeptidase activator activity","GO:0005515: protein binding#GO:0061133: endopeptidase activator activity","GO:0005515: protein binding,GO:0061133: endopeptidase activator activity","Nucleus","81","0","3527|3531|584452|599356|604001","","Psme1|IDBG-164103|ENSMUSG00000022216|19186","PSME1|IDBG-645750|ENSBTAG00000021395|510041","2017-02-20"
"3564","Homo sapiens","9606","ENSG00000100911","102465801,5721","PSME2","proteasome (prosome, macropain) activator subunit 2 (PA28 beta) ","PA28B|PA28beta|REGbeta","PSME2|IDBG-3564|ENSG00000100911|102465801,5721","24143362","24147570","-1","14","q12","GO:0000082|G1/S transition of mitotic cell cycle|biological_process#GO:0000209|protein polyubiquitination|biological_process#GO:0000278|mitotic cell cycle|biological_process#GO:0000502|proteasome complex|cellular_component#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0005654|nucleoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006521|regulation of cellular amino acid metabolic process|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006977|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|biological_process#GO:0008537|proteasome activator complex|cellular_component#GO:0010467|gene expression|biological_process#GO:0016020|membrane|cellular_component#GO:0016032|viral process|biological_process#GO:0016070|RNA metabolic process|biological_process#GO:0016071|mRNA metabolic process|biological_process#GO:0031145|anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process|biological_process#GO:0034641|cellular nitrogen compound metabolic process|biological_process#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0042981|regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0051436|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051437|positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051439|regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component","","","","Nucleus","48","0","3566|583443|584843|600337|600794|808332","","","PSME2|IDBG-645744|ENSBTAG00000005814|509857","2017-02-20"
"3927","Homo sapiens","9606","ENSG00000100968","4776","NFATC4","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4 ","NF-AT3|NF-ATC4|NFAT3","NFATC4|IDBG-3927|ENSG00000100968|4776","24365673","24379604","1","14","q12","GO:0000122|negative regulation of transcription from RNA polymerase II promoter|biological_process#GO:0000978|RNA polymerase II core promoter proximal region sequence-specific DNA binding|molecular_function#GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity|molecular_function#GO:0001078|RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription|molecular_function#GO:0001569|patterning of blood vessels|biological_process#GO:0003677|DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0003713|transcription coactivator activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005667|transcription factor complex|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0006954|inflammatory response|biological_process#GO:0007507|heart development|biological_process#GO:0008134|transcription factor binding|molecular_function#GO:0008630|intrinsic apoptotic signaling pathway in response to DNA damage|biological_process#GO:0032760|positive regulation of tumor necrosis factor production|biological_process#GO:0034644|cellular response to UV|biological_process#GO:0042975|peroxisome proliferator activated receptor binding|molecular_function#GO:0043065|positive regulation of apoptotic process|biological_process#GO:0045087|innate immune response|biological_process#GO:0045111|intermediate filament cytoskeleton|cellular_component#GO:0045333|cellular respiration|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0048167|regulation of synaptic plasticity|biological_process#GO:0051145|smooth muscle cell differentiation|biological_process#GO:0055001|muscle cell development|biological_process#GO:0071285|cellular response to lithium ion|biological_process#GO:2001235|positive regulation of apoptotic signaling pathway|biological_process"," peroxisome proliferator activated receptor binding","GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding#GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity#GO:0001078: RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription#GO:0003677: DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0003713: transcription coactivator activity#GO:0005515: protein binding#GO:0008134: transcription factor binding#GO:0042975: peroxisome proliferator activated receptor binding","GO:0000978: RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity,GO:0001078: RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription,GO:0003677: DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0003713: transcription coactivator activity,GO:0005515: protein binding,GO:0008134: transcription factor binding,GO:0042975: peroxisome proliferator activated receptor binding","Nucleus","28","4","3929|364582|364594|364595|588605|599818|594696|595326|584157|589925|593603|594358|600410|603035|594217|588591|591286|597477|596400|594826|590190|594319|602435|588972|595122|591731|585014","","Nfatc4|IDBG-166063|ENSMUSG00000023411|73181","NFATC4|IDBG-645671|ENSBTAG00000006366|","2017-02-20"
"3941","Homo sapiens","9606","ENSG00000157601","4599","MX1","myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) ","IFI-78K|IFI78|MX|MxA","MX1|IDBG-3941|ENSG00000157601|4599","41420304","41459214","1","21","q22.3","GO:0003924|GTPase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005525|GTP binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005789|endoplasmic reticulum membrane|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006184|GTP catabolic process|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006952|defense response|biological_process#GO:0007165|signal transduction|biological_process#GO:0009615|response to virus|biological_process#GO:0019221|cytokine-mediated signaling pathway|biological_process#GO:0034340|response to type I interferon|biological_process#GO:0045071|negative regulation of viral genome replication|biological_process#GO:0045087|innate immune response|biological_process#GO:0048471|perinuclear region of cytoplasm|cellular_component#GO:0051607|defense response to virus|biological_process#GO:0060337|type I interferon signaling pathway|biological_process"," GTP binding","GO:0003924: GTPase activity#GO:0005515: protein binding#GO:0005525: GTP binding","GO:0003924: GTPase activity,GO:0005515: protein binding,GO:0005525: GTP binding","Nucleus","20","2","3943|232613|232615|367156|367160|367165|367168|367170|367172|367182|807935","","","MX1|IDBG-639306|ENSBTAG00000030913|280872","2017-02-20"
"3968","Homo sapiens","9606","ENSG00000128342","3976","LIF","leukemia inhibitory factor ","CDF|DIA|HILDA|MLPLI","LIF|IDBG-3968|ENSG00000128342|3976","30240447","30246851","-1","22","q12.2","GO:0001135|RNA polymerase II transcription factor recruiting transcription factor activity|molecular_function#GO:0001974|blood vessel remodeling|biological_process#GO:0005102|receptor binding|molecular_function#GO:0005125|cytokine activity|molecular_function#GO:0005146|leukemia inhibitory factor receptor binding|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0006955|immune response|biological_process#GO:0007275|multicellular organismal development|biological_process#GO:0007566|embryo implantation|biological_process#GO:0008083|growth factor activity|molecular_function#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0008285|negative regulation of cell proliferation|biological_process#GO:0019827|stem cell maintenance|biological_process#GO:0030324|lung development|biological_process#GO:0033138|positive regulation of peptidyl-serine phosphorylation|biological_process#GO:0033141|positive regulation of peptidyl-serine phosphorylation of STAT protein|biological_process#GO:0042503|tyrosine phosphorylation of Stat3 protein|biological_process#GO:0042511|positive regulation of tyrosine phosphorylation of Stat1 protein|biological_process#GO:0042517|positive regulation of tyrosine phosphorylation of Stat3 protein|biological_process#GO:0043410|positive regulation of MAPK cascade|biological_process#GO:0045595|regulation of cell differentiation|biological_process#GO:0045651|positive regulation of macrophage differentiation|biological_process#GO:0045835|negative regulation of meiosis|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0046697|decidualization|biological_process#GO:0046888|negative regulation of hormone secretion|biological_process#GO:0048286|lung alveolus development|biological_process#GO:0048644|muscle organ morphogenesis|biological_process#GO:0048666|neuron development|biological_process#GO:0048711|positive regulation of astrocyte differentiation|biological_process#GO:0048861|leukemia inhibitory factor signaling pathway|biological_process#GO:0048863|stem cell differentiation|biological_process#GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation|biological_process#GO:0060135|maternal process involved in female pregnancy|biological_process#GO:0060426|lung vasculature development|biological_process#GO:0060463|lung lobe morphogenesis|biological_process#GO:0060707|trophoblast giant cell differentiation|biological_process#GO:0060708|spongiotrophoblast differentiation|biological_process#GO:0070373|negative regulation of ERK1 and ERK2 cascade|biological_process#GO:0072108|positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis|biological_process#GO:0072307|regulation of metanephric nephron tubule epithelial cell differentiation|biological_process#GO:1900182|positive regulation of protein localization to nucleus|biological_process#GO:1901676|positive regulation of histone H3-K27 acetylation|biological_process"," growth factor activity","GO:0001135: RNA polymerase II transcription factor recruiting transcription factor activity#GO:0005102: receptor binding#GO:0005125: cytokine activity#GO:0005146: leukemia inhibitory factor receptor binding#GO:0008083: growth factor activity","GO:0001135: RNA polymerase II transcription factor recruiting transcription factor activity,GO:0005102: receptor binding,GO:0005125: cytokine activity,GO:0005146: leukemia inhibitory factor receptor binding,GO:0008083: growth factor activity","Extracellular","4","1","3970|294599","","Lif|IDBG-142317|ENSMUSG00000034394|16878","LIF|IDBG-636335|ENSBTAG00000007424|280840","2017-02-20"
"4005","Homo sapiens","9606","ENSG00000100448","1511","CTSG","cathepsin G ","CATG|CG","CTSG|IDBG-4005|ENSG00000100448|1511","24573522","24576260","-1","14","q12","GO:0002003|angiotensin maturation|biological_process#GO:0003824|catalytic activity|molecular_function#GO:0004252|serine-type endopeptidase activity|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0005634|nucleus|cellular_component#GO:0005886|plasma membrane|cellular_component#GO:0006508|proteolysis|biological_process#GO:0006955|immune response|biological_process#GO:0008201|heparin binding|molecular_function#GO:0008233|peptidase activity|molecular_function#GO:0009986|cell surface|cellular_component#GO:0022617|extracellular matrix disassembly|biological_process#GO:0030141|secretory granule|cellular_component#GO:0030198|extracellular matrix organization|biological_process#GO:0031012|extracellular matrix|cellular_component#GO:0032496|response to lipopolysaccharide|biological_process#GO:0044130|negative regulation of growth of symbiont in host|biological_process#GO:0044267|cellular protein metabolic process|biological_process#GO:0045087|innate immune response|biological_process#GO:0050778|positive regulation of immune response|biological_process#GO:0050830|defense response to Gram-positive bacterium|biological_process#GO:0050832|defense response to fungus|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0070946|neutrophil mediated killing of gram-positive bacterium|biological_process"," peptidase activity","GO:0003824: catalytic activity#GO:0004252: serine-type endopeptidase activity#GO:0008201: heparin binding#GO:0008233: peptidase activity","GO:0003824: catalytic activity,GO:0004252: serine-type endopeptidase activity,GO:0008201: heparin binding,GO:0008233: peptidase activity","Nucleus","18","1","4007","","Ctsg|IDBG-166701|ENSMUSG00000040314|13035","","2017-02-20"
"4054","Homo sapiens","9606","ENSG00000100453","3002","GZMB","granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1) ","CCPI|CGL-1|CGL1|CSP-B|CSPB|CTLA1|CTSGL1|HLP|SECT","GZMB|IDBG-4054|ENSG00000100453|3002","24630954","24634267","-1","14","q12","GO:0001772|immunological synapse|cellular_component#GO:0003824|catalytic activity|molecular_function#GO:0004252|serine-type endopeptidase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006508|proteolysis|biological_process#GO:0006915|apoptotic process|biological_process#GO:0007219|Notch signaling pathway|biological_process#GO:0008236|serine-type peptidase activity|molecular_function#GO:0008626|granzyme-mediated apoptotic signaling pathway|biological_process#GO:0016020|membrane|cellular_component#GO:0019835|cytolysis|biological_process#GO:0030141|secretory granule|cellular_component#GO:0043231|intracellular membrane-bounded organelle|cellular_component#GO:0097193|intrinsic apoptotic signaling pathway|biological_process#GO:1900740|positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway|biological_process"," serine-type peptidase activity","GO:0003824: catalytic activity#GO:0004252: serine-type endopeptidase activity#GO:0005515: protein binding#GO:0008236: serine-type peptidase activity","GO:0003824: catalytic activity,GO:0004252: serine-type endopeptidase activity,GO:0005515: protein binding,GO:0008236: serine-type peptidase activity","Nucleus","79","14","4056|4058|4060|364712|598232|591224|593278|595394|812059","","","BT.19365|IDBG-632083|ENSBTAG00000010057|508646","2017-02-20"
