	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg23705224	chr15	48483798	48484099	0.000242857	0	2.46E-05	0.015222222	CTXN2	chr15	48483948	48483949	cg23705224	CTXN2	CpG_Ocean	II
cg17800654	chr1	50888440	50888741	0	0	0	0.015212121	DMRTA2	chr1	50888590	50888591	cg17800654	DMRTA2	Island	I
cg06523224	chr15	83953733	83954034	0.000833333	-2.08E-05	7.38E-05	0.015131308	BNC1	chr15	83953883	83953884	cg06523224	BNC1	Island	I
cg15484532	chr1	4714021	4714322	-3.67E-05	-6.09E-06	-1.23E-05	0.015085714	AJAP1	chr1	4714171	4714172	cg15484532	AJAP1	Island	I
cg12457909	chr7	39649209	39649510	0.001393939	-6.85E-06	0.000135385	0.015070043	LOC646999	chr7	39649359	39649360	cg12457909	LOC646999	Island	I
cg14546076	chr6	29796270	29796571	0	-1.37E-05	-1.18E-05	0.015020821	HLA-G	chr6	29796420	29796421	cg14546076	HLA-G	Island	I
cg10119075	chr10	7709588	7709889	-5.00E-05	6.23E-05	4.86E-05	0.014950752	ITIH5	chr10	7709738	7709739	cg10119075	ITIH5	CpG_Ocean	II
cg18406033	chr2	223159719	223160020	-0.000105263	0	-1.21E-05	0.014933333	PAX3	chr2	223159869	223159870	cg18406033	PAX3	Island	I
cg08499046	chr11	31824177	31824478	0.002068226	-3.36E-05	0.000177218	0.014924927	PAX6	chr11	31824327	31824328	cg08499046	PAX6	N_Shore	I
cg23075337	chr7	8481310	8481611	-0.000326319	-1.42E-05	-4.98E-05	0.0149083	NXPH1	chr7	8481460	8481461	cg23075337	NXPH1	N_Shore	II
cg27494647	chr7	150038748	150039049	0.001111111	-1.40E-05	8.33E-05	0.014809545	RARRES2	chr7	150038898	150038899	cg27494647	RARRES2	Island	I
cg26521404	chr7	27204831	27205132	0.001222222	-1.32E-05	0.000117994	0.014808696	HOXA9	chr7	27204981	27204982	cg26521404	HOXA9	Island	I
cg23368787	chr19	36049192	36049493	0.001222222	2.12E-05	0.000158471	0.01477477	ATP4A	chr19	36049342	36049343	cg23368787	ATP4A	Island	I
cg13482308	chr9	37002535	37002836	0.001243243	-2.67E-05	0.00011276	0.014751501	PAX5	chr9	37002685	37002686	cg13482308	PAX5	Island	I
cg22967396	chr14	57283792	57284093	0.001	-7.35E-06	0.000103053	0.014744304	OTX2OS1	chr14	57283942	57283943	cg22967396	OTX2OS1	N_Shore	II
cg08186924	chr1	179544571	179544872	0.001090909	0	0.000142433	0.014723005	NPHS2	chr1	179544721	179544722	cg08186924	NPHS2	Island	II
cg09649610	chr1	235813889	235814190	0.001363636	-6.97E-06	9.06E-05	0.014687507	GNG4	chr1	235814039	235814040	cg09649610	GNG4	Island	II
cg07247419	chr20	21376334	21376635	0	0	0	0.014660035	NKX2-4	chr20	21376484	21376485	cg07247419	NKX2-4	Island	II
cg16529477	chr2	223164704	223165005	0.000385965	-1.40E-05	3.70E-05	0.014659341	PAX3	chr2	223164854	223164855	cg16529477	PAX3	S_Shore	I
cg08510658	chr6	10882777	10883078	4.36E-05	-1.36E-05	-5.81E-06	0.014613453	GCM2	chr6	10882927	10882928	cg08510658	GCM2	Island	II
cg04273871	chr10	102894077	102894378	-5.41E-05	3.35E-05	2.40E-05	0.014533402	TLX1	chr10	102894227	102894228	cg04273871	TLX1	Island	II
cg06908778	chr10	22634452	22634753	0	7.09E-06	6.25E-06	0.014485714	SPAG6	chr10	22634602	22634603	cg06908778	SPAG6	Island	II
cg13654588	chr10	120353931	120354232	1.40E-05	1.35E-05	1.21E-05	0.014409352	PRLHR	chr10	120354081	120354082	cg13654588	PRLHR	Island	II
cg15066416	chr17	45501478	45501779	-4.76E-05	7.02E-06	0	0.014366667	LOC100272146	chr17	45501628	45501629	cg15066416	LOC100272146	Island	I
cg24576050	chr5	140810412	140810713	0.000968067	-1.41E-05	8.93E-05	0.014302076	PCDHGA4	chr5	140810562	140810563	cg24576050	PCDHGA4	Island	I
cg22719623	chr6	154360582	154360883	0.000263158	-4.03E-05	-5.95E-06	0.014210526	OPRM1	chr6	154360732	154360733	cg22719623	OPRM1	Island	II
cg14507337	chr14	60978011	60978312	3.30E-05	1.40E-05	1.83E-05	0.014128571	SIX6	chr14	60978161	60978162	cg14507337	SIX6	Island	I
cg18242103	chr14	52734103	52734404	0	1.38E-05	1.21E-05	0.014106667	PTGDR	chr14	52734253	52734254	cg18242103	PTGDR	Island	II
cg21410991	chr5	50678301	50678602	0	-6.69E-06	-5.85E-06	0.014030769	ISL1	chr5	50678451	50678452	cg21410991	ISL1	N_Shore	II
cg17078116	chr8	24772194	24772495	0	6.83E-06	6.13E-06	0.014030303	NEFM	chr8	24772344	24772345	cg17078116	NEFM	Island	I
cg27527922	chr1	6260031	6260332	7.41E-05	-7.02E-06	0	0.014012121	RPL22	chr1	6260181	6260182	cg27527922	RPL22	S_Shore	II
cg04692403	chr6	134210662	134210963	2.00E-04	6.94E-06	3.08E-05	0.013942879	TCF21	chr6	134210812	134210813	cg04692403	TCF21	Island	II
cg14770827	chr19	1775125	1775426	-4.88E-05	-9.58E-08	-6.12E-06	0.013940674	ONECUT3	chr19	1775275	1775276	cg14770827	ONECUT3	Island	II
cg17098147	chr10	22633992	22634293	0.000848485	-6.83E-06	7.98E-05	0.013931134	SPAG6	chr10	22634142	22634143	cg17098147	SPAG6	Island	I
cg09938227	chr1	156389974	156390275	0.000282942	-1.32E-05	1.21E-05	0.013907981	C1orf61	chr1	156390124	156390125	cg09938227	C1orf61	N_Shore	II
cg26814075	chr7	127881148	127881449	0.000111197	7.02E-06	1.87E-05	0.013753302	LEP	chr7	127881298	127881299	cg26814075	LEP	Island	I
cg14314744	chr6	100897295	100897596	-5.26E-05	6.80E-06	1.24E-07	0.01373146	SIM1	chr6	100897445	100897446	cg14314744	SIM1	Island	I
cg06122660	chr12	8025367	8025668	0	-2.11E-05	-1.85E-05	0.013695232	SLC2A14	chr12	8025517	8025518	cg06122660	SLC2A14	Island	II
cg01889237	chr6	137816473	137816774	6.06E-05	-6.85E-06	0	0.013688889	OLIG3	chr6	137816623	137816624	cg01889237	OLIG3	Island	II
cg10122865	chr2	63283982	63284283	0.000740741	-1.94E-05	4.23E-05	0.013643564	OTX1	chr2	63284132	63284133	cg10122865	OTX1	Island	I
cg17241310	chr1	91182706	91183007	8.45E-06	0	3.52E-08	0.013606188	BARHL2	chr1	91182856	91182857	cg17241310	BARHL2	Island	II
cg12268637	chr2	176964352	176964653	0	-6.69E-06	-5.85E-06	0.013485714	HOXD12	chr2	176964502	176964503	cg12268637	HOXD12	Island	II
cg22344727	chr12	81101885	81102186	-5.88E-05	-2.04E-05	-2.44E-05	0.013466667	MYF6	chr12	81102035	81102036	cg22344727	MYF6	Island	II
cg18569734	chr6	108496310	108496611	0.000171429	6.67E-06	2.48E-05	0.013433333	NR2E1	chr6	108496460	108496461	cg18569734	NR2E1	N_Shore	II
cg24318763	chr7	139208829	139209130	0	6.90E-06	6.25E-06	0.013409524	CLEC2L	chr7	139208979	139208980	cg24318763	CLEC2L	Island	I
cg03662014	chr16	29086121	29086422	-6.90E-05	1.33E-05	6.08E-06	0.013396936	RRN3P2	chr16	29086271	29086272	cg03662014	RRN3P2	Island	II
cg23317501	chr5	35991065	35991366	0	6.26E-05	5.56E-05	0.013179034	UGT3A1	chr5	35991215	35991216	cg23317501	UGT3A1	CpG_Ocean	II
cg08280468	chr16	12997384	12997685	-0.000148843	6.85E-06	-1.20E-05	0.013133333	SHISA9	chr16	12997534	12997535	cg08280468	SHISA9	Island	II
cg10717463	chr18	76740812	76741113	0.0012	6.71E-06	0.000117322	0.012956524	SALL3	chr18	76740962	76740963	cg10717463	SALL3	Island	II
cg12018098	chr19	38885331	38885632	0.000172515	1.39E-05	3.15E-05	0.012952265	SPRED3	chr19	38885481	38885482	cg12018098	SPRED3	Island	I
cg03242698	chr10	102997232	102997533	-5.41E-05	4.62E-05	3.53E-05	0.012850575	FLJ41350	chr10	102997382	102997383	cg03242698	FLJ41350	S_Shore	I
cg16264705	chr12	54071044	54071345	0	0	0	0.012666667	ATP5G2	chr12	54071194	54071195	cg16264705	ATP5G2	Island	I
cg04088697	chr7	96626900	96627201	0	1.43E-05	1.26E-05	0.012571429	DLX6AS	chr7	96627050	96627051	cg04088697	DLX6AS	CpG_Ocean	II
cg25622366	chr2	63280989	63281290	0	3.52E-05	3.12E-05	0.012503145	OTX1	chr2	63281139	63281140	cg25622366	OTX1	Island	I
cg11442732	chrX	133117938	133118239	-1.00E-04	1.52E-05	3.93E-07	0.012478028	GPC3	chrX	133118088	133118089	cg11442732	GPC3	Island	I
cg18941614	chr17	42287565	42287866	0.000986077	-2.14E-05	9.52E-05	0.012382165	UBTF	chr17	42287715	42287716	cg18941614	UBTF	Island	II
cg06680369	chr14	38679243	38679544	0	-1.14E-06	-1.10E-06	0.012380965	SSTR1	chr14	38679393	38679394	cg06680369	SSTR1	Island	II
cg02457680	chr1	154474989	154475290	-0.000122449	7.02E-06	-1.20E-05	0.01225	TDRD10	chr1	154475139	154475140	cg02457680	TDRD10	Island	I
cg23625660	chr5	135266366	135266667	0	2.05E-05	1.82E-05	0.0122	FBXL21	chr5	135266516	135266517	cg23625660	FBXL21	Island	II
cg20119106	chr7	153750271	153750572	0.000169935	-7.07E-06	1.26E-05	0.012181818	DPP6	chr7	153750421	153750422	cg20119106	DPP6	Island	II
cg00920572	chr12	54349199	54349500	0.001790977	-2.09E-05	0.000186156	0.012165306	HOXC12	chr12	54349349	54349350	cg00920572	HOXC12	Island	II
cg26509691	chr5	134363366	134363667	0	1.96E-05	1.76E-05	0.01210084	PITX1	chr5	134363516	134363517	cg26509691	PITX1	Island	II
cg15892784	chr1	200842606	200842907	0	7.10E-06	6.11E-06	0.012077949	GPR25	chr1	200842756	200842757	cg15892784	GPR25	Island	II
cg00369477	chrX	113818485	113818786	0	-7.09E-06	-6.27E-06	0.012072727	HTR2C	chrX	113818635	113818636	cg00369477	HTR2C	Island	II
cg03576469	chr19	46916911	46917212	0	0	0	0.012	CCDC8	chr19	46917061	46917062	cg03576469	CCDC8	S_Shore	II
cg13848598	chr10	115804428	115804729	5.71E-05	4.22E-05	4.35E-05	0.01180902	ADRB1	chr10	115804578	115804579	cg13848598	ADRB1	Island	II
cg25109019	chr3	181441195	181441496	0.000171717	2.07E-05	3.70E-05	0.011807407	SOX2OT	chr3	181441345	181441346	cg25109019	SOX2OT	N_Shelf	II
cg09219877	chr16	2287144	2287445	0.001855275	0	0.000197781	0.011775983	DNASE1L2	chr16	2287294	2287295	cg09219877	DNASE1L2	Island	II
cg16852704	chr2	74743093	74743394	0	-1.93E-05	-1.73E-05	0.011761905	TLX2	chr2	74743243	74743244	cg16852704	TLX2	Island	II
cg16185834	chr20	25062669	25062970	5.71E-05	7.22E-06	1.28E-05	0.011680564	VSX1	chr20	25062819	25062820	cg16185834	VSX1	Island	I
cg26282792	chr19	58554329	58554630	0.001635017	7.06E-06	0.000168914	0.011672917	ZSCAN1	chr19	58554479	58554480	cg26282792	ZSCAN1	Island	I
cg18113535	chr1	35351035	35351336	0	2.57E-07	7.62E-08	0.011666667	DLGAP3	chr1	35351185	35351186	cg18113535	DLGAP3	Island	II
cg04424215	chrX	111324993	111325294	-7.14E-05	2.05E-05	1.23E-05	0.0116	TRPC5	chrX	111325143	111325144	cg04424215	TRPC5	Island	II
cg20801476	chr7	27281315	27281616	0	-2.10E-05	-1.87E-05	0.0116	EVX1	chr7	27281465	27281466	cg20801476	EVX1	N_Shore	II
cg19962990	chr18	904373	904674	0.001111111	6.97E-06	0.000130031	0.011461988	ADCYAP1	chr18	904523	904524	cg19962990	ADCYAP1	N_Shore	II
